"","Cluster","Gene_Clusters","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"1005","b","b","GO:0046031","ADP metabolic process","6/101","86/23239",2.05890648893116e-06,0.000584214716234216,0.000490615743612411,"15277/18641/21991/18746/433182/16828",6
"1006","b","b","GO:0009135","purine nucleoside diphosphate metabolic process","6/101","91/23239",2.86838241574864e-06,0.00065112280837494,0.000546804268939029,"15277/18641/21991/18746/433182/16828",6
"1007","b","b","GO:0009179","purine ribonucleoside diphosphate metabolic process","6/101","91/23239",2.86838241574864e-06,0.00065112280837494,0.000546804268939029,"15277/18641/21991/18746/433182/16828",6
"1008","b","b","GO:0009185","ribonucleoside diphosphate metabolic process","6/101","95/23239",3.68799091226907e-06,0.00076106721553189,0.00063913411886309,"15277/18641/21991/18746/433182/16828",6
"1009","b","b","GO:0019318","hexose metabolic process","8/101","219/23239",5.2160239568714e-06,0.000986697865174839,0.000828615735604745,"15277/16010/18641/21991/14571/18746/16002/16828",8
"1010","b","b","GO:0006090","pyruvate metabolic process","6/101","106/23239",6.96560358693008e-06,0.0012163015494101,0.00102143385392149,"15277/18641/21991/18746/433182/16828",6
"1011","b","b","GO:1901361","organic cyclic compound catabolic process","11/101","487/23239",8.90393058480086e-06,0.00128895867879993,0.00108245034421826,"21379/15277/18641/104776/11992/21991/17161/52830/18746/433182/16828",11
"1012","b","b","GO:0006732","coenzyme metabolic process","9/101","312/23239",8.9418089814713e-06,0.00128895867879993,0.00108245034421826,"15277/18641/21991/14571/110208/18746/268566/433182/16828",9
"1013","b","b","GO:0009132","nucleoside diphosphate metabolic process","6/101","111/23239",9.08517130431666e-06,0.00128895867879993,0.00108245034421826,"15277/18641/21991/18746/433182/16828",6
"1014","b","b","GO:0031647","regulation of protein stability","8/101","256/23239",1.62462050214535e-05,0.00206192380203842,0.00173157616762884,"18760/15183/50884/21848/54644/192176/22258/15901",8
"1015","b","b","GO:0009166","nucleotide catabolic process","6/101","123/23239",1.63500565800404e-05,0.00206192380203842,0.00173157616762884,"15277/18641/21991/18746/433182/16828",6
"1016","b","b","GO:0044270","cellular nitrogen compound catabolic process","10/101","438/23239",2.12771658228308e-05,0.00241918123830689,0.0020315962080101,"21379/15277/18641/104776/11992/21991/52830/18746/433182/16828",10
"1017","b","b","GO:0016052","carbohydrate catabolic process","6/101","130/23239",2.23904457454722e-05,0.00241918123830689,0.0020315962080101,"15277/18641/21991/18746/433182/16828",6
"1018","b","b","GO:0006096","glycolytic process","5/101","78/23239",2.30391182870633e-05,0.00241918123830689,0.0020315962080101,"15277/18641/21991/18746/433182",5
"1019","b","b","GO:0046700","heterocycle catabolic process","10/101","444/23239",2.38944160741696e-05,0.00241918123830689,0.0020315962080101,"21379/15277/18641/104776/11992/21991/52830/18746/433182/16828",10
"1020","b","b","GO:0006757","ATP generation from ADP","5/101","79/23239",2.4511527965224e-05,0.00241918123830689,0.0020315962080101,"15277/18641/21991/18746/433182",5
"1021","b","b","GO:1901292","nucleoside phosphate catabolic process","6/101","135/23239",2.77158450487869e-05,0.00262145701086443,0.00220146470979619,"15277/18641/21991/18746/433182/16828",6
"1022","b","b","GO:0042866","pyruvate biosynthetic process","5/101","82/23239",2.93712041448973e-05,0.00266690533635668,0.00223963160869091,"15277/18641/21991/18746/433182",5
"1023","b","b","GO:0019439","aromatic compound catabolic process","10/101","458/23239",3.10988850598139e-05,0.00271517188791452,0.00228016521632887,"21379/15277/18641/11992/21991/17161/52830/18746/433182/16828",10
"1024","b","b","GO:0051186","cofactor metabolic process","10/101","481/23239",4.69776625265763e-05,0.00394960347908623,0.00331682443803624,"15277/18641/21991/14571/107869/110208/18746/268566/433182/16828",10
"1025","b","b","GO:0019359","nicotinamide nucleotide biosynthetic process","5/101","92/23239",5.1151213181817e-05,0.00414690192581159,0.00348251304782972,"15277/18641/21991/18746/433182",5
"1026","b","b","GO:0006165","nucleoside diphosphate phosphorylation","5/101","93/23239",5.38724613562216e-05,0.00421691335443528,0.00354130771383366,"15277/18641/21991/18746/433182",5
"1027","b","b","GO:0019363","pyridine nucleotide biosynthetic process","5/101","95/23239",5.96495649502642e-05,0.00436788749797096,0.00366809379032015,"15277/18641/21991/18746/433182",5
"1028","b","b","GO:0046939","nucleotide phosphorylation","5/101","95/23239",5.96495649502642e-05,0.00436788749797096,0.00366809379032015,"15277/18641/21991/18746/433182",5
"1029","b","b","GO:0034655","nucleobase-containing compound catabolic process","9/101","401/23239",6.39291659755221e-05,0.0045349752113886,0.00380841182834442,"21379/15277/18641/11992/21991/52830/18746/433182/16828",9
"1030","b","b","GO:0034404","nucleobase-containing small molecule biosynthetic process","6/101","159/23239",6.92134380137285e-05,0.00476104558458072,0.00399826271907057,"15277/18641/21991/18746/433182/16828",6
"1031","b","b","GO:0072525","pyridine-containing compound biosynthetic process","5/101","99/23239",7.26299575073404e-05,0.00484911775122537,0.00407222455250135,"15277/18641/21991/18746/433182",5
"1032","b","b","GO:0031334","positive regulation of protein complex assembly","7/101","239/23239",8.43742167229424e-05,0.00547227062745941,0.00459554004466914,"12387/20807/329165/50884/56443/83679/224008",7
"1033","b","b","GO:1901342","regulation of vasculature development","8/101","332/23239",0.000101790286585806,0.00641844307082723,0.00539012307037706,"15277/18760/12387/12162/107869/18746/15901/16002",8
"1034","b","b","GO:0009205","purine ribonucleoside triphosphate metabolic process","7/101","254/23239",0.000123191516661347,0.00755796602219618,0.00634707927947938,"15277/18641/21991/18746/268566/433182/16828",7
"1035","b","b","GO:0009108","coenzyme biosynthetic process","6/101","178/23239",0.000128830434173388,0.00769592330456816,0.00646293396919682,"15277/18641/21991/18746/268566/433182",6
"1036","b","b","GO:0009199","ribonucleoside triphosphate metabolic process","7/101","258/23239",0.00013568269389303,0.00789742859326097,0.00663215542888737,"15277/18641/21991/18746/268566/433182/16828",7
"1037","b","b","GO:0009144","purine nucleoside triphosphate metabolic process","7/101","263/23239",0.000152723383656354,0.00866705202249808,0.00727847494214887,"15277/18641/21991/18746/268566/433182/16828",7
"1038","b","b","GO:0006091","generation of precursor metabolites and energy","8/101","354/23239",0.000158129203061687,0.00875495831585436,0.00735229747739961,"21379/15277/18641/21991/18746/16002/433182/16828",8
"1039","b","b","GO:0001649","osteoblast differentiation","6/101","192/23239",0.000194463619621723,0.0100370043793233,0.00842894269926016,"18760/12387/12162/68259/15901/16002",6
"1040","b","b","GO:1902905","positive regulation of supramolecular fiber organization","6/101","192/23239",0.000194463619621723,0.0100370043793233,0.00842894269926016,"329165/50884/56443/192176/83679/15901",6
"1041","b","b","GO:0006754","ATP biosynthetic process","5/101","122/23239",0.000194549864621245,0.0100370043793233,0.00842894269926016,"15277/18641/21991/18746/433182",5
"1042","b","b","GO:0001503","ossification","8/101","369/23239",0.000209647523648554,0.0105755528596048,0.00888120854567324,"18760/12387/12162/11732/68259/71458/15901/16002",8
"1043","b","b","GO:0006734","NADH metabolic process","3/101","27/23239",0.000216038741790931,0.0106610422579438,0.00895300140465391,"18641/14571/16828",3
"1044","b","b","GO:0009141","nucleoside triphosphate metabolic process","7/101","280/23239",0.000224101205366739,0.0108236114081382,0.00908952481341913,"15277/18641/21991/18746/268566/433182/16828",7
"1045","b","b","GO:0009206","purine ribonucleoside triphosphate biosynthetic process","5/101","132/23239",0.000280547600900733,0.0132675636259305,0.0111419233603339,"15277/18641/21991/18746/433182",5
"1046","b","b","GO:0009145","purine nucleoside triphosphate biosynthetic process","5/101","133/23239",0.000290511353105275,0.0134583830928362,0.011302171009101,"15277/18641/21991/18746/433182",5
"1047","b","b","GO:0001701","in utero embryonic development","9/101","494/23239",0.000305032482877006,0.0138484747226161,0.011629764768216,"14673/12387/12162/20807/50884/12577/71458/16002/13806",9
"1048","b","b","GO:0009201","ribonucleoside triphosphate biosynthetic process","5/101","135/23239",0.000311242360232061,0.0138533364260153,0.0116338475620281,"15277/18641/21991/18746/433182",5
"1049","b","b","GO:0034314","Arp2/3 complex-mediated actin nucleation","3/101","31/23239",0.000327836225912808,0.0143113121696553,0.0120184494965201,"329165/50884/56443",3
"1050","b","b","GO:0007015","actin filament organization","8/101","396/23239",0.000336908859777437,0.014429870031977,0.0121180128114586,"20807/329165/50884/56443/192176/68178/213556/15901",8
"1051","b","b","GO:0051495","positive regulation of cytoskeleton organization","6/101","215/23239",0.000356924918463255,0.0148834319277004,0.0124989080552124,"329165/50884/56443/192176/83679/15901",6
"1052","b","b","GO:0060669","embryonic placenta morphogenesis","3/101","32/23239",0.000360611786794504,0.0148834319277004,0.0124989080552124,"12162/12577/16002",3
"1053","b","b","GO:0009127","purine nucleoside monophosphate biosynthetic process","5/101","143/23239",0.00040557796624531,0.0161519646206466,0.0135642049283519,"15277/18641/21991/18746/433182",5
"1054","b","b","GO:0009168","purine ribonucleoside monophosphate biosynthetic process","5/101","143/23239",0.00040557796624531,0.0161519646206466,0.0135642049283519,"15277/18641/21991/18746/433182",5
"1055","b","b","GO:0009142","nucleoside triphosphate biosynthetic process","5/101","146/23239",0.000446009765914197,0.0174558994590556,0.0146592320520982,"15277/18641/21991/18746/433182",5
"1056","b","b","GO:0009156","ribonucleoside monophosphate biosynthetic process","5/101","147/23239",0.000460139785792295,0.0175934270696739,0.0147747259091952,"15277/18641/21991/18746/433182",5
"1057","b","b","GO:0030278","regulation of ossification","6/101","226/23239",0.000465024504044245,0.0175934270696739,0.0147747259091952,"18760/12387/12162/11732/71458/15901",6
"1058","b","b","GO:0046034","ATP metabolic process","6/101","229/23239",0.000498529197194388,0.0184458766256676,0.0154906017014069,"15277/18641/21991/18746/433182/16828",6
"1059","b","b","GO:0051188","cofactor biosynthetic process","6/101","230/23239",0.000510105646518304,0.0184458766256676,0.0154906017014069,"15277/18641/21991/18746/268566/433182",6
"1060","b","b","GO:0035886","vascular smooth muscle cell differentiation","3/101","36/23239",0.000512605133906818,0.0184458766256676,0.0154906017014069,"12387/20807/107869",3
"1061","b","b","GO:0031056","regulation of histone modification","5/101","151/23239",0.000520059957728073,0.0184458766256676,0.0154906017014069,"18760/12387/16468/71458/16002",5
"1062","b","b","GO:0009124","nucleoside monophosphate biosynthetic process","5/101","154/23239",0.000568715593535541,0.0195681022834171,0.0164330318735304,"15277/18641/21991/18746/433182",5
"1063","b","b","GO:0050768","negative regulation of neurogenesis","7/101","327/23239",0.000568940418813008,0.0195681022834171,0.0164330318735304,"12387/12162/14567/13841/192176/101490/15901",7
"1064","b","b","GO:0019693","ribose phosphate metabolic process","8/101","430/23239",0.00058049514173524,0.0196675219662537,0.0165165232000396,"15277/18641/21991/110208/18746/268566/433182/16828",8
"1065","b","b","GO:0009798","axis specification","4/101","88/23239",0.000592427304865668,0.0197766173830157,0.0166081400791289,"12387/20807/50884/71458",4
"1066","b","b","GO:0110111","negative regulation of animal organ morphogenesis","3/101","41/23239",0.000753365528900824,0.0241695792070852,0.0202972909548023,"12387/12162/71458",3
"1067","b","b","GO:1902903","regulation of supramolecular fiber organization","7/101","343/23239",0.000753657375094042,0.0241695792070852,0.0202972909548023,"329165/50884/56443/192176/83679/213556/15901",7
"1068","b","b","GO:0072330","monocarboxylic acid biosynthetic process","6/101","248/23239",0.00075669202512513,0.0241695792070852,0.0202972909548023,"15277/18641/21991/18746/433182/16828",6
"1069","b","b","GO:0046394","carboxylic acid biosynthetic process","7/101","344/23239",0.000766612203925168,0.0241695792070852,0.0202972909548023,"15277/18641/21991/107869/18746/433182/16828",7
"1070","b","b","GO:0016053","organic acid biosynthetic process","7/101","345/23239",0.00077974286731507,0.0242467987507563,0.0203621388998932,"15277/18641/21991/107869/18746/433182/16828",7
"1071","b","b","GO:0019674","NAD metabolic process","3/101","42/23239",0.000808767977939413,0.0248095041881414,0.0208346914373866,"18641/14571/16828",3
"1072","b","b","GO:0051961","negative regulation of nervous system development","7/101","350/23239",0.000848093482187596,0.0251200601492472,0.0210954922004576,"12387/12162/14567/13841/192176/101490/15901",7
"1073","b","b","GO:0009167","purine ribonucleoside monophosphate metabolic process","6/101","254/23239",0.000856622369954123,0.0251200601492472,0.0210954922004576,"15277/18641/21991/18746/433182/16828",6
"1074","b","b","GO:0110053","regulation of actin filament organization","6/101","254/23239",0.000856622369954123,0.0251200601492472,0.0210954922004576,"329165/50884/56443/192176/213556/15901",6
"1075","b","b","GO:0009126","purine nucleoside monophosphate metabolic process","6/101","255/23239",0.000874222357616974,0.0251200601492472,0.0210954922004576,"15277/18641/21991/18746/433182/16828",6
"1076","b","b","GO:0045665","negative regulation of neuron differentiation","6/101","255/23239",0.000874222357616974,0.0251200601492472,0.0210954922004576,"12162/14567/13841/192176/101490/15901",6
"1077","b","b","GO:0010977","negative regulation of neuron projection development","5/101","171/23239",0.000911881991761541,0.0258746515162337,0.0217291879878967,"14567/13841/192176/101490/15901",5
"1078","b","b","GO:0009161","ribonucleoside monophosphate metabolic process","6/101","258/23239",0.000928700977333596,0.0260265582536699,0.0218567572443293,"15277/18641/21991/18746/433182/16828",6
"1079","b","b","GO:0048617","embryonic foregut morphogenesis","2/101","11/23239",0.00100268565125241,0.0277572735163776,0.0233101888885508,"12387/50884",2
"1080","b","b","GO:0045010","actin nucleation","3/101","47/23239",0.0011245283844431,0.0307551738877812,0.025827785722593,"329165/50884/56443",3
"1081","b","b","GO:0009123","nucleoside monophosphate metabolic process","6/101","269/23239",0.00115115732787888,0.0311086563605363,0.0261246355988552,"15277/18641/21991/18746/433182/16828",6
"1082","b","b","GO:0006007","glucose catabolic process","2/101","12/23239",0.00119981526165265,0.0316695423715292,0.0265956602062784,"18641/16828",2
"1083","b","b","GO:0007440","foregut morphogenesis","2/101","12/23239",0.00119981526165265,0.0316695423715292,0.0265956602062784,"12387/50884",2
"1084","b","b","GO:0010721","negative regulation of cell development","7/101","375/23239",0.00126415800069295,0.0329843524318735,0.0276998201966718,"12387/12162/14567/13841/192176/101490/15901",7
"1085","b","b","GO:0009948","anterior/posterior axis specification","3/101","50/23239",0.00134652817306167,0.0347343062823862,0.0291694081508933,"12387/20807/50884",3
"1086","b","b","GO:1902275","regulation of chromatin organization","5/101","188/23239",0.00138971684506361,0.035445586947128,0.0297667321869923,"18760/12387/16468/71458/16002",5
"1087","b","b","GO:0060272","embryonic skeletal joint morphogenesis","2/101","13/23239",0.00141394914014063,0.0355766180071276,0.0298767703273397,"12387/12162",2
"1088","b","b","GO:0072132","mesenchyme morphogenesis","3/101","51/23239",0.00142619922407428,0.0355766180071276,0.0298767703273397,"12387/12162/50884",3
"1089","b","b","GO:0051090","regulation of DNA-binding transcription factor activity","7/101","385/23239",0.00146959995580821,0.0362607815183113,0.030451321738772,"18760/12387/20807/15183/107869/192176/15901",7
"1090","b","b","GO:0048638","regulation of developmental growth","7/101","392/23239",0.00162830019803926,0.0397235198862843,0.0333592833359893,"14567/20807/20397/15183/13841/16468/16002",7
"1091","b","b","GO:0034315","regulation of Arp2/3 complex-mediated actin nucleation","2/101","14/23239",0.00164493870894746,0.0397235198862843,0.0333592833359893,"329165/50884",2
"1092","b","b","GO:0042307","positive regulation of protein import into nucleus","3/101","54/23239",0.00168277435053741,0.0402043519356236,0.0337630796918221,"18760/15183/192176",3
"1093","b","b","GO:0032535","regulation of cellular component size","7/101","395/23239",0.00170027215234355,0.0402043519356236,0.0337630796918221,"14567/20807/329165/50884/13841/56443/213556",7
"1094","b","b","GO:1904018","positive regulation of vasculature development","5/101","198/23239",0.00174528323029155,0.0408432261109466,0.0342995977217363,"15277/18760/107869/18746/16002",5
"1095","b","b","GO:0031345","negative regulation of cell projection organization","5/101","201/23239",0.00186388992664607,0.041969803377147,0.035245682316723,"14567/13841/192176/101490/15901",5
"1096","b","b","GO:0048538","thymus development","3/101","56/23239",0.00186883655687708,0.041969803377147,0.035245682316723,"12387/20807/16468",3
"1097","b","b","GO:0009083","branched-chain amino acid catabolic process","2/101","15/23239",0.00189263633834275,0.041969803377147,0.035245682316723,"104776/11992",2
"1098","b","b","GO:0072498","embryonic skeletal joint development","2/101","15/23239",0.00189263633834275,0.041969803377147,0.035245682316723,"12387/12162",2
"1099","b","b","GO:0001667","ameboidal-type cell migration","7/101","403/23239",0.00190435671711284,0.041969803377147,0.035245682316723,"14673/18760/12162/20807/20397/50884/16002",7
"1100","b","b","GO:0009150","purine ribonucleotide metabolic process","7/101","403/23239",0.00190435671711284,0.041969803377147,0.035245682316723,"15277/18641/21991/18746/268566/433182/16828",7
"1101","b","b","GO:0045765","regulation of angiogenesis","6/101","300/23239",0.00200078716304768,0.0436710275011369,0.0366743476951352,"15277/18760/12387/18746/15901/16002",6
"1102","b","b","GO:0032273","positive regulation of protein polymerization","4/101","123/23239",0.00205429679782961,0.0442703215046439,0.037177626823515,"329165/50884/56443/83679",4
"1103","b","b","GO:0002011","morphogenesis of an epithelial sheet","3/101","58/23239",0.0020672484931684,0.0442703215046439,0.037177626823515,"12162/20807/192176",3
"1104","b","b","GO:0009152","purine ribonucleotide biosynthetic process","5/101","207/23239",0.00211868227496332,0.0442989952708038,0.0372017066707283,"15277/18641/21991/18746/433182",5
"1105","b","b","GO:0019682","glyceraldehyde-3-phosphate metabolic process","2/101","16/23239",0.00215689534133378,0.0442989952708038,0.0372017066707283,"21991/110208",2
"1106","b","b","GO:0051127","positive regulation of actin nucleation","2/101","16/23239",0.00215689534133378,0.0442989952708038,0.0372017066707283,"329165/50884",2
"1107","b","b","GO:0034394","protein localization to cell surface","3/101","59/23239",0.00217117353661443,0.0442989952708038,0.0372017066707283,"12387/192176/22258",3
"1108","b","b","GO:1904591","positive regulation of protein import","3/101","59/23239",0.00217117353661443,0.0442989952708038,0.0372017066707283,"18760/15183/192176",3
"1109","b","b","GO:0009259","ribonucleotide metabolic process","7/101","413/23239",0.00218567729970486,0.0442989952708038,0.0372017066707283,"15277/18641/21991/18746/268566/433182/16828",7
"1110","b","b","GO:0010171","body morphogenesis","3/101","61/23239",0.00238863220920731,0.0477007226573284,0.0400584320576961,"20397/50884/72475",3
"1111","b","b","GO:0035264","multicellular organism growth","5/101","213/23239",0.00239802948364141,0.0477007226573284,0.0400584320576961,"20397/15183/14571/12577/16002",5
"1112","b","b","GO:0007096","regulation of exit from mitosis","2/101","17/23239",0.00243756996839211,0.0477007226573284,0.0400584320576961,"218294/12577",2
"1113","b","b","GO:0042135","neurotransmitter catabolic process","2/101","17/23239",0.00243756996839211,0.0477007226573284,0.0400584320576961,"104776/17161",2
"1114","b","b","GO:0009260","ribonucleotide biosynthetic process","5/101","216/23239",0.00254733175309109,0.0494225904232203,0.0415044336918395,"15277/18641/21991/18746/433182",5
"1115","c","c","GO:0061564","axon development","33/562","483/23239",1.01359222525011e-07,0.000441824850986523,0.000356784463288038,"76965/11858/16600/18222/238505/17919/93691/13518/22352/214968/13175/13131/20346/14183/18846/330938/18007/105689/19268/13430/244682/14275/11816/22330/26456/56177/13636/243743/269473/245857/13654/58208/20357",33
"1116","c","c","GO:2000018","regulation of male gonad development","6/562","13/23239",2.89300929128743e-07,0.000630531375036095,0.000509169635266587,"50796/22431/26423/20346/22417/17684",6
"1117","c","c","GO:1905941","positive regulation of gonad development","6/562","14/23239",4.95920905315491e-07,0.000720573075423408,0.000581880528903509,"50796/22431/26423/20346/17684/12394",6
"1118","c","c","GO:0061326","renal tubule development","13/562","103/23239",1.23561393946976e-06,0.00113517890200215,0.000916684958717039,"107515/22431/12156/97064/22420/22417/14160/15205/22414/12307/16373/11607/271127",13
"1119","c","c","GO:1905939","regulation of gonad development","7/562","25/23239",1.53428168421634e-06,0.00113517890200215,0.000916684958717039,"50796/22431/26423/20346/22417/17684/12394",7
"1120","c","c","GO:0048608","reproductive structure development","29/562","445/23239",1.57513744632935e-06,0.00113517890200215,0.000916684958717039,"50796/107515/26362/19156/16590/22431/240725/16876/14463/11614/26423/20687/16842/20346/11535/14183/14388/22417/17684/20708/50785/18783/227631/214253/15205/12394/13615/15486/16691",29
"1121","c","c","GO:0061458","reproductive system development","29/562","449/23239",1.88201497956871e-06,0.00113517890200215,0.000916684958717039,"50796/107515/26362/19156/16590/22431/240725/16876/14463/11614/26423/20687/16842/20346/11535/14183/14388/22417/17684/20708/50785/18783/227631/214253/15205/12394/13615/15486/16691",29
"1122","c","c","GO:0050770","regulation of axonogenesis","18/562","201/23239",2.08337490617509e-06,0.00113517890200215,0.000916684958717039,"76965/11858/17919/22352/214968/13131/20346/18846/330938/105689/13430/11816/26456/56177/13636/243743/245857/20357",18
"1123","c","c","GO:0021783","preganglionic parasympathetic fiber development","6/562","18/23239",2.8226977113475e-06,0.00136712659152931,0.00110398843821591,"20346/18846/15205/243743/13654/78286",6
"1124","c","c","GO:0072080","nephron tubule development","12/562","97/23239",3.91655808054991e-06,0.00158610352659933,0.00128081771361084,"107515/22431/12156/97064/22420/22417/15205/22414/12307/16373/11607/271127",12
"1125","c","c","GO:0006907","pinocytosis","6/562","19/23239",4.0412714939187e-06,0.00158610352659933,0.00128081771361084,"26362/19063/13430/12389/94176/66824",6
"1126","c","c","GO:0060993","kidney morphogenesis","12/562","98/23239",4.36642402367332e-06,0.00158610352659933,0.00128081771361084,"107515/22431/12156/97064/22420/22417/15205/22414/12307/16373/11607/271127",12
"1127","c","c","GO:0007409","axonogenesis","28/562","448/23239",5.27878626190492e-06,0.00177001763966489,0.00142933289553118,"76965/11858/18222/17919/93691/13518/22352/214968/13175/13131/20346/14183/18846/330938/18007/105689/13430/244682/11816/22330/26456/56177/13636/243743/245857/13654/58208/20357",28
"1128","c","c","GO:0061333","renal tubule morphogenesis","11/562","85/23239",6.35140176209241e-06,0.00197755430578292,0.00159692387161181,"107515/22431/12156/22420/22417/14160/15205/22414/16373/11607/271127",11
"1129","c","c","GO:0010769","regulation of cell morphogenesis involved in differentiation","23/562","333/23239",7.37569945691276e-06,0.00211306673408524,0.00170635349942189,"76965/11858/18222/17919/22352/214968/13131/20346/18846/330938/105689/19268/13430/76089/11816/26456/56177/228550/13636/243743/245857/211134/20357",23
"1130","c","c","GO:0048486","parasympathetic nervous system development","6/562","21/23239",7.75615227009952e-06,0.00211306673408524,0.00170635349942189,"20346/18846/15205/243743/13654/78286",6
"1131","c","c","GO:0072006","nephron development","14/562","141/23239",8.63982691110877e-06,0.00221535326503077,0.00178895239571193,"107515/22431/240725/12633/12156/97064/22420/22417/15205/22414/12307/16373/11607/271127",14
"1132","c","c","GO:0072009","nephron epithelium development","12/562","109/23239",1.32421259172695e-05,0.00320680149296543,0.00258957129048826,"107515/22431/12156/97064/22420/22417/15205/22414/12307/16373/11607/271127",12
"1133","c","c","GO:0019216","regulation of lipid metabolic process","22/562","324/23239",1.51326909261998e-05,0.00347175788143709,0.0028035301084328,"57257/19156/16590/12156/18710/22417/100504663/18783/11816/12389/218461/66148/19733/11307/19885/66294/71597/66612/12257/11539/58208/11607",22
"1134","c","c","GO:0046879","hormone secretion","23/562","353/23239",1.88535673786389e-05,0.00410913501017434,0.00331822785864044,"17202/93692/12015/18125/11535/18555/23957/74998/52055/268860/16535/13447/218461/319613/12394/13615/78894/101772/214597/11539/277978/11607/26950",23
"1135","c","c","GO:0072078","nephron tubule morphogenesis","10/562","79/23239",2.03582031914527e-05,0.00422578131959726,0.00341242263018636,"107515/22431/12156/22420/22417/15205/22414/16373/11607/271127",10
"1136","c","c","GO:0030073","insulin secretion","17/562","216/23239",2.19352194969727e-05,0.00434616462669563,0.00350963511951563,"17202/93692/12015/18125/18555/23957/74998/52055/268860/16535/13447/218461/319613/78894/101772/214597/26950",17
"1137","c","c","GO:0072088","nephron epithelium morphogenesis","10/562","81/23239",2.54220625484881e-05,0.00481803350647215,0.003890680876986,"107515/22431/12156/22420/22417/15205/22414/16373/11607/271127",10
"1138","c","c","GO:0009914","hormone transport","23/562","362/23239",2.80183978377824e-05,0.00490131909508596,0.00395793604374916,"17202/93692/12015/18125/11535/18555/23957/74998/52055/268860/16535/13447/218461/319613/12394/13615/78894/101772/214597/11539/277978/11607/26950",23
"1139","c","c","GO:0072028","nephron morphogenesis","10/562","82/23239",2.83348726118746e-05,0.00490131909508596,0.00395793604374916,"107515/22431/12156/22420/22417/15205/22414/16373/11607/271127",10
"1140","c","c","GO:0071331","cellular response to hexose stimulus","13/562","137/23239",2.92347548686018e-05,0.00490131909508596,0.00395793604374916,"12015/56485/18555/74998/52055/78943/218461/319613/78894/101772/108155/214597/26950",13
"1141","c","c","GO:0071326","cellular response to monosaccharide stimulus","13/562","138/23239",3.15753548634993e-05,0.00509766562407383,0.00411649070813027,"12015/56485/18555/74998/52055/78943/218461/319613/78894/101772/108155/214597/26950",13
"1142","c","c","GO:0031345","negative regulation of cell projection organization","16/562","201/23239",3.31143620856276e-05,0.00515519658325895,0.00416294837647889,"19270/22352/214968/13131/20346/18846/18007/19268/13430/76089/11816/15205/26456/13636/269473/20357",16
"1143","c","c","GO:0030032","lamellipodium assembly","9/562","68/23239",3.67553073830745e-05,0.00530394741900932,0.00428306834478385,"57257/16590/170736/19303/319713/13430/22330/245857/13609",9
"1144","c","c","GO:0048103","somatic stem cell division","6/562","27/23239",3.73963262781067e-05,0.00530394741900932,0.00428306834478385,"16590/18222/13190/16842/14183/12193",6
"1145","c","c","GO:0001657","ureteric bud development","11/562","103/23239",4.01537657323486e-05,0.00530394741900932,0.00428306834478385,"107515/22431/12156/14183/22420/22417/15205/22414/12307/11607/271127",11
"1146","c","c","GO:0072163","mesonephric epithelium development","11/562","103/23239",4.01537657323486e-05,0.00530394741900932,0.00428306834478385,"107515/22431/12156/14183/22420/22417/15205/22414/12307/11607/271127",11
"1147","c","c","GO:0072164","mesonephric tubule development","11/562","103/23239",4.01537657323486e-05,0.00530394741900932,0.00428306834478385,"107515/22431/12156/14183/22420/22417/15205/22414/12307/11607/271127",11
"1148","c","c","GO:0072073","kidney epithelium development","13/562","143/23239",4.59022663873577e-05,0.00560207699831455,0.00452381533243111,"107515/22431/12156/97064/14183/22420/22417/15205/22414/12307/16373/11607/271127",13
"1149","c","c","GO:0060675","ureteric bud morphogenesis","9/562","70/23239",4.64737404423136e-05,0.00560207699831455,0.00452381533243111,"107515/22431/12156/22420/22417/15205/22414/11607/271127",9
"1150","c","c","GO:0007530","sex determination","6/562","28/23239",4.66275636270348e-05,0.00560207699831455,0.00452381533243111,"50796/22431/11614/26423/22417/17684",6
"1151","c","c","GO:0097164","ammonium ion metabolic process","14/562","164/23239",4.75514679829406e-05,0.00560207699831455,0.00452381533243111,"14763/12846/106861/78070/15186/109731/268860/11364/74114/20773/20229/18784/11607/69215",14
"1152","c","c","GO:0040013","negative regulation of locomotion","21/562","326/23239",5.0772371139041e-05,0.00564024260691168,0.00455463500259902,"67451/16600/240725/117600/19270/66214/214968/20346/11595/18846/22417/17684/217069/11816/19733/26456/56177/50791/11539/20357/209351",21
"1153","c","c","GO:0072171","mesonephric tubule morphogenesis","9/562","71/23239",5.20940799712649e-05,0.00564024260691168,0.00455463500259902,"107515/22431/12156/22420/22417/15205/22414/11607/271127",9
"1154","c","c","GO:0001823","mesonephros development","11/562","106/23239",5.24391440678872e-05,0.00564024260691168,0.00455463500259902,"107515/22431/12156/14183/22420/22417/15205/22414/12307/11607/271127",11
"1155","c","c","GO:0071322","cellular response to carbohydrate stimulus","13/562","145/23239",5.30511463370908e-05,0.00564024260691168,0.00455463500259902,"12015/56485/18555/74998/52055/78943/218461/319613/78894/101772/108155/214597/26950",13
"1156","c","c","GO:0032970","regulation of actin filament-based process","23/562","378/23239",5.46205583736836e-05,0.00566883366549731,0.00457772298750872,"67451/216033/11858/14463/66214/227753/19303/330938/22417/319710/12488/211673/330319/12389/20191/27360/213649/66824/245857/80880/11539/13609/19241",23
"1157","c","c","GO:0021612","facial nerve structural organization","4/562","10/23239",6.32864465498931e-05,0.00641547954676707,0.00518065795013079,"20346/18846/243743/13654",4
